_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,ask_question_here,ask_question_here:confidence,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment:confidence,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment:confidence,_created_at,orig__golden,orig__unit_id,_updated_at,orig_q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold_reason,orig_q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold_reason,w1,w2,w3,w4
802936782,false,finalized,8,10/7/2015 12:16:50,,,fucking fantastic,0.8736,damn job,0.5017,9/25/2015 13:39:10,,796448709,9/29/2015 02:34:37,,,,,,,fucking fantastic,should've won,losing,damn job
802936783,false,finalized,8,10/8/2015 12:53:45,,,miss twitterworld,0.5011,way too young,0.3816,9/25/2015 13:39:10,,796448710,9/29/2015 02:34:37,,,,,,,need to smile,no sour cream,way too young,miss twitterworld
802936784,false,finalized,8,10/7/2015 18:08:34,,,good omen,0.7467,#expensive,0.8746,9/25/2015 13:39:10,,796448711,9/29/2015 02:34:37,,,,,,,#expensive,things,good omen,little helper
802936785,false,finalized,8,10/7/2015 12:16:50,,,a little dance,1.0,wreckage,1.0,9/25/2015 13:39:10,,796448712,9/29/2015 02:34:37,,,,,,,word,cider,a little dance,wreckage
802936786,false,finalized,8,10/7/2015 18:42:17,,,a little dream,0.5069,super sad,1.0,9/25/2015 13:39:10,,796448713,9/29/2015 02:34:37,,,,,,,proven,recovers,a little dream,super sad
802936787,false,finalized,8,10/8/2015 10:52:30,,,sweet,1.0,heart breaking moment,1.0,9/25/2015 13:39:10,,796448714,9/29/2015 02:34:37,,,,,,,heart breaking moment,sweet,though,really
802936788,false,finalized,8,10/7/2015 11:42:04,,,please,0.4969,fallen angel,0.4986,9/25/2015 13:39:10,,796448715,9/29/2015 02:34:37,,,,,,,please,fallen angel,busy holiday,no specific reason
802936789,false,finalized,8,10/7/2015 11:16:05,,,drinking hot chocolate,1.0,food poisoning,0.8759,9/25/2015 13:39:10,,796448716,9/29/2015 02:34:37,,,,,,,too,food poisoning,steal,drinking hot chocolate
802936790,false,finalized,8,10/7/2015 14:23:51,,,holiday,0.8731,truly gone,1.0,9/25/2015 13:39:10,,796448717,9/29/2015 02:34:37,,,,,,,truly gone,visit,mind,holiday
802936791,false,finalized,8,10/7/2015 17:48:04,,,super,1.0,loser,0.621,9/25/2015 13:39:10,,796448718,9/29/2015 02:34:37,,,,,,,like im invisible,super,lone survivor,loser
802936792,false,finalized,8,10/8/2015 00:02:39,,,awfully nice,0.5021,failure,0.8679,9/25/2015 13:39:10,,796448719,9/29/2015 02:34:37,,,,,,,awfully nice,angel,broken,failure
802936793,false,finalized,8,10/7/2015 15:36:39,,,wonder,1.0,heart sinks,1.0,9/25/2015 13:39:10,,796448720,9/29/2015 02:34:37,,,,,,,frozen dinner,heart sinks,wonder,against
802936794,false,finalized,8,10/7/2015 21:34:56,,,chase your dreams,0.6154,dead,1.0,9/25/2015 13:39:10,,796448721,9/29/2015 02:34:37,,,,,,,seriously hope,chase your dreams,post holiday blues,dead
802936795,false,finalized,8,10/7/2015 17:35:16,,,haven't looked back,0.6145,even more depressed,1.0,9/25/2015 13:39:10,,796448722,9/29/2015 02:34:37,,,,,,,ignoring,even more depressed,haven't looked back,hidden
802936796,false,finalized,8,10/8/2015 04:29:05,,,view,1.0,horrible truth,0.8721,9/25/2015 13:39:10,,796448723,9/29/2015 02:34:37,,,,,,,view,no hopes,horrible truth,creature
802936797,false,finalized,8,10/7/2015 13:39:52,,,a little present,1.0,back injury,0.6388,9/25/2015 13:39:10,,796448724,9/29/2015 02:34:37,,,,,,,actual tears,a little present,back injury,hate surprises
802936798,false,finalized,8,10/8/2015 00:50:52,,,wireless,0.6375,lost respect,0.8724,9/25/2015 13:39:10,,796448725,9/29/2015 02:34:37,,,,,,,debt,lost respect,wireless,please never forget
802936799,false,finalized,8,10/8/2015 00:50:52,,,fucking genius,0.4972,gutted,1.0,9/25/2015 13:39:10,,796448726,9/29/2015 02:34:37,,,,,,,highly,fucking genius,gutted,little lamb
802936800,false,finalized,8,10/7/2015 17:36:52,,,latest issue,0.626,heart is breaking,0.7509,9/25/2015 13:39:10,,796448727,9/29/2015 02:34:37,,,,,,,main worry,like zombie,latest issue,heart is breaking
802936801,false,finalized,8,10/7/2015 20:39:04,,,sound asleep,0.8734,lost my job,1.0,9/25/2015 13:39:10,,796448728,9/29/2015 02:34:37,,,,,,,work,stopped working again,sound asleep,lost my job
802936802,false,finalized,8,10/7/2015 18:52:56,,,rich,1.0,cheat,0.745,9/25/2015 13:39:10,,796448729,9/29/2015 02:34:37,,,,,,,cheat,rich,pretty rubbish,slow and steady
802936803,false,finalized,8,10/7/2015 20:08:00,,,smart creature,1.0,sadness,0.6193,9/25/2015 13:39:10,,796448730,9/29/2015 02:34:37,,,,,,,sadness,smart creature,talk,poor little baby
802936804,false,finalized,8,10/7/2015 04:39:51,,,sing,0.7488,found the debris,1.0,9/25/2015 13:39:10,,796448731,9/29/2015 02:34:37,,,,,,,sing,long jump,whatever works,found the debris
802936805,false,finalized,8,10/7/2015 19:08:41,,,beautiful mess,0.5015,life isn't perfect,0.8783,9/25/2015 13:39:10,,796448732,9/29/2015 02:34:37,,,,,,,stranger,life isn't perfect,beautiful mess,top gun
802936806,false,finalized,8,10/8/2015 11:17:55,,,said,0.5054,the worst dream,0.5097,9/25/2015 13:39:10,,796448733,9/29/2015 02:34:37,,,,,,,said,the worst dream,still,dread going back
802936807,false,finalized,8,10/8/2015 02:43:37,,,wild at heart,0.8864,hanging,0.3745,9/25/2015 13:39:10,,796448734,9/29/2015 02:34:37,,,,,,,live shot,wild at heart,hanging,resist
802936808,false,finalized,8,10/8/2015 03:21:10,,,subject,0.7572,my heart stopped,0.5095,9/25/2015 13:39:10,,796448735,9/29/2015 02:34:37,,,,,,,hurts even more,subject,my heart stopped,horror fans
802936809,false,finalized,8,10/7/2015 03:12:35,,,shooting star,0.6204,dearly missed,0.7643,9/25/2015 13:39:10,,796448736,9/29/2015 02:34:37,,,,,,,shooting star,dearly missed,mum,weight
802936810,false,finalized,8,10/7/2015 17:54:09,,,finally,0.622,want to cry,1.0,9/25/2015 13:39:10,,796448737,9/29/2015 02:34:37,,,,,,,finally,reason,want to cry,full game
802936811,false,finalized,8,10/8/2015 07:20:32,,,the new moon,0.8702,bad luck,1.0,9/25/2015 13:39:10,,796448738,9/29/2015 02:34:37,,,,,,,warm rain,the new moon,u need help,bad luck
802936812,false,finalized,8,10/8/2015 10:11:38,,,shopping,0.8988,smells like weed,1.0,9/25/2015 13:39:10,,796448739,9/29/2015 02:34:37,,,,,,,details,smells like weed,shopping,discuss
802936813,false,finalized,8,10/7/2015 03:19:40,,,roses,1.0,real problem,0.6385,9/25/2015 13:39:10,,796448740,9/29/2015 02:34:37,,,,,,,real problem,pay,roses,luck is gone
802936814,false,finalized,8,10/8/2015 02:25:21,,,unbelievable,0.4936,unbelievable,0.5064,9/25/2015 13:39:10,,796448741,9/29/2015 02:34:37,,,,,,,you've worked hard,dog,fans,unbelievable
802936815,false,finalized,8,10/7/2015 17:49:56,,,promotion,0.6264,bummer,1.0,9/25/2015 13:39:10,,796448742,9/29/2015 02:34:37,,,,,,,bummer,isnt it great,promotion,right leg
802936816,false,finalized,8,10/7/2015 22:21:52,,,spoil yourself,1.0,bloody,1.0,9/25/2015 13:39:10,,796448743,9/29/2015 02:34:37,,,,,,,spoil yourself,missed breakfast,bloody,spread
802936817,false,finalized,8,10/8/2015 00:33:13,,,puppy,1.0,fail,0.763,9/25/2015 13:39:10,,796448744,9/29/2015 02:34:37,,,,,,,fail,problem,poor,puppy
802936818,false,finalized,8,10/8/2015 04:38:59,,,stroke of luck,0.8999,completely sucks,1.0,9/25/2015 13:39:10,,796448745,9/29/2015 02:34:37,,,,,,,level,follow,stroke of luck,completely sucks
802936819,false,finalized,8,10/7/2015 17:40:19,,,greater,0.7452,won't come back,1.0,9/25/2015 13:39:10,,796448746,9/29/2015 02:34:37,,,,,,,greater,time well spent,junk food,won't come back
802936820,false,finalized,8,10/7/2015 20:24:14,,,survivor,0.8676,dark knight gown,0.3845,9/25/2015 13:39:10,,796448747,9/29/2015 02:34:37,,,,,,,dark knight gown,hot self shot,survivor,just try it
802936821,false,finalized,8,10/7/2015 05:37:30,,,surprises,0.7399,bitter,1.0,9/25/2015 13:39:10,,796448748,9/29/2015 02:34:37,,,,,,,surprises,baby kick,bitter,to crack open
802936822,false,finalized,8,10/7/2015 03:19:40,,,smells lovely,1.0,worst,1.0,9/25/2015 13:39:10,,796448749,9/29/2015 02:34:37,,,,,,,hate moving,smells lovely,left to help,worst
802936823,false,finalized,8,10/8/2015 15:19:02,,,fair game,0.8679,absolute mess,1.0,9/25/2015 13:39:10,,796448750,9/29/2015 02:34:37,,,,,,,fair game,happened,absolute mess,cream
802936824,false,finalized,8,10/8/2015 04:38:59,,,amazing things happened,0.8999,year gone,0.8767,9/25/2015 13:39:10,,796448751,9/29/2015 02:34:37,,,,,,,song,productive,year gone,amazing things happened
802936825,false,finalized,8,10/7/2015 15:45:04,,,my fave player,0.6343,boring quotes,1.0,9/25/2015 13:39:10,,796448752,9/29/2015 02:34:37,,,,,,,my fave player,boring quotes,smell the flowers,truth
802936826,false,finalized,8,10/7/2015 12:00:59,,,precious,0.7562,grand theft,0.6323,9/25/2015 13:39:10,,796448753,9/29/2015 02:34:37,,,,,,,just upsets me,super good break,precious,grand theft
802936827,false,finalized,8,10/7/2015 05:37:30,,,exist,0.8713,fallen,0.8916,9/25/2015 13:39:10,,796448754,9/29/2015 02:34:37,,,,,,,wonder what's wrong,exist,fallen,make no promises
802936828,false,finalized,8,10/8/2015 12:53:45,,,pretty damn cool,1.0,doesnt want me,0.8671,9/25/2015 13:39:10,,796448755,9/29/2015 02:34:37,,,,,,,pretty damn cool,averted,doesnt want me,blind
802936829,false,finalized,8,10/8/2015 02:53:37,,,worry free,0.64,stupid,0.7497,9/25/2015 13:39:10,,796448756,9/29/2015 02:34:37,,,,,,,stupid,refuses to work,love cats,worry free
802936830,false,finalized,8,10/8/2015 03:21:59,,,pillow,0.5089,smells like pee,0.8653,9/25/2015 13:39:10,,796448757,9/29/2015 02:34:37,,,,,,,pillow,new comer,poor vocabulary,smells like pee
802936831,false,finalized,8,10/8/2015 11:26:11,,,eternal,0.5073,like a hurricane,0.7578,9/25/2015 13:39:10,,796448758,9/29/2015 02:34:37,,,,,,,like a hurricane,loud enough,eternal,favorite football player
802936832,false,finalized,8,10/7/2015 17:38:16,,,couldnt be happier,1.0,awfully,1.0,9/25/2015 13:39:10,,796448759,9/29/2015 02:34:37,,,,,,,responsibility,couldnt be happier,awfully,left
802937035,false,finalized,8,10/7/2015 17:57:42,,,pretty damn amazing,1.0,found dead,0.6235,9/25/2015 13:39:10,,796448760,9/29/2015 02:34:37,,,,,,,major suckage,pretty damn amazing,doesn't love me,found dead
802937036,false,finalized,8,10/7/2015 23:42:57,,,happy to oblige,1.0,sad smiley,0.873,9/25/2015 13:39:10,,796448761,9/29/2015 02:34:37,,,,,,,happy to oblige,sad smiley,competition,main issue
802937037,false,finalized,8,10/7/2015 15:34:41,,,love bug,0.6242,sad,1.0,9/25/2015 13:39:10,,796448762,9/29/2015 02:34:37,,,,,,,got,love bug,sad,long friendship
802937038,false,finalized,8,10/7/2015 11:22:07,,,love,1.0,horrible daughter,1.0,9/25/2015 13:39:10,,796448763,9/29/2015 02:34:37,,,,,,,horrible daughter,love,good replacement,smells
802937039,false,finalized,8,10/7/2015 21:44:16,,,super hit,0.6213,losing hope,1.0,9/25/2015 13:39:10,,796448764,9/29/2015 02:34:37,,,,,,,good smell,super hit,offer,losing hope
802937040,false,finalized,8,10/7/2015 10:10:29,,,works,0.76,rising nuclear danger,0.8799,9/25/2015 13:39:10,,796448765,9/29/2015 02:34:37,,,,,,,rising nuclear danger,good at begging,works,fragile heart
802937041,false,finalized,8,10/7/2015 23:15:24,,,damn straight,0.8727,lonely new years,0.8741,9/25/2015 13:39:10,,796448766,9/29/2015 02:34:37,,,,,,,struck,lemme,damn straight,lonely new years
802937042,false,finalized,8,10/8/2015 10:51:01,,,helping,0.7662,supposed to help,0.6437,9/25/2015 13:39:10,,796448767,9/29/2015 02:34:37,,,,,,,nail,rich boy,helping,supposed to help
802937043,false,finalized,8,10/8/2015 10:51:01,,,limited time offer,0.5142,cross,0.4896,9/25/2015 13:39:10,,796448768,9/29/2015 02:34:37,,,,,,,just teasing you,question,cross,limited time offer
802937044,false,finalized,8,10/7/2015 17:37:56,,,laughing so hard,0.8781,in bad shape,0.5025,9/25/2015 13:39:10,,796448769,9/29/2015 02:34:37,,,,,,,laughing so hard,definitely sick,super sick start,in bad shape
802937045,false,finalized,8,10/7/2015 17:30:38,,,my new addiction,0.6255,completely failed,1.0,9/25/2015 13:39:10,,796448770,9/29/2015 02:34:37,,,,,,,crazy talk,completely failed,my new addiction,limited
802937046,false,finalized,8,10/8/2015 02:40:41,,,more,1.0,fall,0.4787,9/25/2015 13:39:10,,796448771,9/29/2015 02:34:37,,,,,,,more,sneak,bother,fall
802937047,false,finalized,8,10/7/2015 03:17:35,,,great player,1.0,refuse,1.0,9/25/2015 13:39:10,,796448772,9/29/2015 02:34:37,,,,,,,walk,what lies ahead,great player,refuse
802937048,false,finalized,8,10/8/2015 14:48:57,,,wonderful rain,0.8697,sorry honey,0.7615,9/25/2015 13:39:10,,796448773,9/29/2015 02:34:37,,,,,,,wonderful rain,evening,emotional fair,sorry honey
802937049,false,finalized,8,10/7/2015 19:25:24,,,glad i waited,0.5003,oblige,0.5067,9/25/2015 13:39:10,,796448774,9/29/2015 02:34:37,,,,,,,extra,volunteers,oblige,glad i waited
802937050,false,finalized,8,10/7/2015 17:35:48,,,too glad,0.7546,hurt,0.6308,9/25/2015 13:39:10,,796448775,9/29/2015 02:34:37,,,,,,,hurt,too glad,a pet store,sincere condolences
802937051,false,finalized,8,10/7/2015 19:07:03,,,cancer awareness,0.5032,slow drive,0.7538,9/25/2015 13:39:10,,796448776,9/29/2015 02:34:37,,,,,,,tips,slow drive,lets wait,cancer awareness
802937052,false,finalized,8,10/7/2015 18:31:52,,,isn't he cute,0.5042,chill,0.4933,9/25/2015 13:39:10,,796448777,9/29/2015 02:34:37,,,,,,,launch,isn't he cute,relieve,chill
802937053,false,finalized,8,10/7/2015 17:30:38,,,church,0.7576,achy,0.7488,9/25/2015 13:39:10,,796448778,9/29/2015 02:34:37,,,,,,,church,achy,drinking green tea,nail just broke
802937054,false,finalized,8,10/8/2015 03:23:15,,,crazy in love,0.876,miss,0.7488,9/25/2015 13:39:10,,796448779,9/29/2015 02:34:38,,,,,,,miss,crazy in love,need any assistance,supposed
802937055,false,finalized,8,10/8/2015 05:03:14,,,#love #at_1st_sight,0.8721,my fucking existence,1.0,9/25/2015 13:39:10,,796448780,9/29/2015 02:34:38,,,,,,,#love #at_1st_sight,new issue,love never fails,my fucking existence
802937056,false,finalized,8,10/7/2015 12:00:51,,,just too cute,0.8772,rain,1.0,9/25/2015 13:39:10,,796448781,9/29/2015 02:34:38,,,,,,,paths will cross,rain,just too cute,cool
802937057,false,finalized,8,10/8/2015 15:06:38,,,solved the problem,1.0,epic fail,0.8762,9/25/2015 13:39:10,,796448782,9/29/2015 02:34:38,,,,,,,epic fail,solved the problem,late evening,leaving
802937058,false,finalized,8,10/8/2015 03:16:11,,,deep respect,0.5127,feel like crap,1.0,9/25/2015 13:39:10,,796448783,9/29/2015 02:34:38,,,,,,,deep respect,hey little angel,warm,feel like crap
802937059,false,finalized,8,10/8/2015 13:24:51,,,kind,0.7576,gunfire,0.872,9/25/2015 13:39:10,,796448784,9/29/2015 02:34:38,,,,,,,celebratory gunfire,kind,gunfire,hot black coffee
802937060,false,finalized,8,10/7/2015 17:24:59,,,art,0.7477,stress,1.0,9/25/2015 13:39:10,,796448785,9/29/2015 02:34:38,,,,,,,no other reason,art,stress,cool me down
802937061,false,finalized,8,10/7/2015 10:07:36,,,boost,0.8799,tears,0.7432,9/25/2015 13:39:10,,796448786,9/29/2015 02:34:38,,,,,,,boost,what's wrong baby,passers,tears
802937062,false,finalized,8,10/8/2015 03:17:15,,,paths,0.6318,beast,0.7661,9/25/2015 13:39:10,,796448787,9/29/2015 02:34:38,,,,,,,wild child,paths,spare tire,beast
802937063,false,finalized,8,10/7/2015 19:12:50,,,faith,0.7451,shot,1.0,9/25/2015 13:39:10,,796448788,9/29/2015 02:34:38,,,,,,,deal,shot,right,faith
802937064,false,finalized,8,10/8/2015 06:36:10,,,young,0.8772,fake money,1.0,9/25/2015 13:39:10,,796448789,9/29/2015 02:34:38,,,,,,,young,fake money,pop,let's
802937065,false,finalized,8,10/8/2015 14:12:58,,,epic,0.517,nasty,0.8907,9/25/2015 13:39:10,,796448790,9/29/2015 02:34:38,,,,,,,stupid wisdom,genius,epic,nasty
802937066,false,finalized,8,10/7/2015 17:25:32,,,freaking love that,1.0,suckage,1.0,9/25/2015 13:39:10,,796448791,9/29/2015 02:34:38,,,,,,,need volunteers,freaking love that,suckage,happy mistakes
802937067,false,finalized,8,10/8/2015 03:25:34,,,funniest,0.8647,my sick friend,0.8659,9/25/2015 13:39:10,,796448792,9/29/2015 02:34:38,,,,,,,funniest,with flying coloures,my sick friend,want to steal
802937068,false,finalized,8,10/8/2015 14:38:39,,,fantastic,1.0,sad news indeed,1.0,9/25/2015 13:39:10,,796448793,9/29/2015 02:34:38,,,,,,,spirit,sad news indeed,fantastic,lone
802937069,false,finalized,8,10/8/2015 11:17:55,,,happy fathers day,1.0,problems,1.0,9/25/2015 13:39:10,,796448794,9/29/2015 02:34:38,,,,,,,problems,bored,need her back,happy fathers day
802937070,false,finalized,8,10/7/2015 04:50:08,,,so freaking excited,0.8721,sensitive teeth,1.0,9/25/2015 13:39:10,,796448795,9/29/2015 02:34:38,,,,,,,moment,sensitive teeth,so freaking excited,fighting spirit
802937071,false,finalized,8,10/7/2015 17:51:29,,,no thanks needed,0.5143,right eye hurts,0.8778,9/25/2015 13:39:10,,796448796,9/29/2015 02:34:38,,,,,,,baby teeth,no thanks needed,right eye hurts,back to school
802937072,false,finalized,8,10/7/2015 23:24:06,,,leave a #smile,1.0,no money left,0.8894,9/25/2015 13:39:10,,796448797,9/29/2015 02:34:38,,,,,,,no money left,smell,bad for laughing,leave a #smile
802937073,false,finalized,8,10/7/2015 18:17:45,,,less,0.7619,friend died,1.0,9/25/2015 13:39:10,,796448798,9/29/2015 02:34:38,,,,,,,down,friend died,less,open wound
802937074,false,finalized,8,10/8/2015 13:39:51,,,cutie,1.0,anger,1.0,9/25/2015 13:39:10,,796448799,9/29/2015 02:34:38,,,,,,,ice,cutie,count,anger
802937075,false,finalized,8,10/7/2015 21:39:49,,,dance competition,0.873,missing church today,0.8832,9/25/2015 13:39:10,,796448800,9/29/2015 02:34:38,,,,,,,attachment,dance competition,lamb,missing church today
802937076,false,finalized,8,10/7/2015 22:46:42,,,giving,0.7744,waited all year,1.0,9/25/2015 13:39:10,,796448801,9/29/2015 02:34:38,,,,,,,dark and handsome,giving,donation,waited all year
802937077,false,finalized,8,10/8/2015 03:25:13,,,sun,0.7722,arrived broken,0.7647,9/25/2015 13:39:10,,796448802,9/29/2015 02:34:38,,,,,,,arrived broken,self,sun,wrong love
802937078,false,finalized,8,10/8/2015 00:14:39,,,friendship,1.0,honestly sucks,0.8696,9/25/2015 13:39:10,,796448803,9/29/2015 02:34:38,,,,,,,friendship,can't even swallow,worth a try,honestly sucks
802937079,false,finalized,8,10/8/2015 13:24:51,,,author,1.0,poisoning,0.743,9/25/2015 13:39:10,,796448804,9/29/2015 02:34:38,,,,,,,might be paranoid,poisoning,author,that will suck
802937080,false,finalized,8,10/8/2015 04:05:09,,,wicked excited,1.0,late breakfast,0.3822,9/25/2015 13:39:10,,796448805,9/29/2015 02:34:38,,,,,,,asleep,late breakfast,patient,wicked excited
802937081,false,finalized,8,10/7/2015 19:01:39,,,hope,0.7459,back strains,1.0,9/25/2015 13:39:10,,796448806,9/29/2015 02:34:38,,,,,,,back strains,hope,you're too kind,a baby boy
802937082,false,finalized,8,10/7/2015 21:37:27,,,wise words,1.0,posioning,1.0,9/25/2015 13:39:10,,796448807,9/29/2015 02:34:38,,,,,,,wise words,still no word,posioning,stinking hot
802937083,false,finalized,8,10/7/2015 17:56:55,,,hows your break,0.8768,hate money,1.0,9/25/2015 13:39:10,,796448808,9/29/2015 02:34:38,,,,,,,hows your break,hate money,due to work,just a bug
802937084,false,finalized,8,10/7/2015 20:24:14,,,pay less,0.7441,greatest fear,0.6143,9/25/2015 13:39:10,,796448809,9/29/2015 02:34:38,,,,,,,funky,pay less,hard labor,greatest fear
802937085,false,finalized,8,10/7/2015 20:28:15,,,ridiculously happy,1.0,bodies,0.7506,9/25/2015 13:39:10,,796448810,9/29/2015 02:34:38,,,,,,,pretty darn good,paint,bodies,ridiculously happy
802937086,false,finalized,8,10/7/2015 17:54:14,,,beauty,0.7465,hate dreams,0.8879,9/25/2015 13:39:10,,796448811,9/29/2015 02:34:38,,,,,,,beauty,truly broke,great subject,hate dreams
802937087,false,finalized,8,10/7/2015 17:56:32,,,top,0.4929,lack of work,1.0,9/25/2015 13:39:10,,796448812,9/29/2015 02:34:38,,,,,,,lack of work,helper,sexy beast,top
802937088,false,finalized,8,10/7/2015 10:10:29,,,#smile,0.8692,crazy,0.8799,9/25/2015 13:39:10,,796448813,9/29/2015 02:34:38,,,,,,,#smile,present,no live tweeting,crazy
802937089,false,finalized,8,10/7/2015 11:46:45,,,happy tears,0.749,feel like death,1.0,9/25/2015 13:39:10,,796448814,9/29/2015 02:34:38,,,,,,,feel like death,happy tears,worth,best
802937090,false,finalized,8,10/8/2015 00:10:32,,,leave feedback,0.7588,sucks to live,1.0,9/25/2015 13:39:10,,796448815,9/29/2015 02:34:38,,,,,,,sucks to live,well that sucks,leave feedback,pleease help
802937091,false,finalized,8,10/7/2015 22:24:28,,,fits well,0.8607,low level,1.0,9/25/2015 13:39:10,,796448816,9/29/2015 02:34:38,,,,,,,fits well,liquor store,notice me sweetheart,low level
802937092,false,finalized,8,10/7/2015 17:26:03,,,die laughing,0.7477,losses,0.8725,9/25/2015 13:39:10,,796448817,9/29/2015 02:34:38,,,,,,,losses,dance,score,die laughing
802937093,false,finalized,8,10/7/2015 19:08:41,,,a little cutie,1.0,ugh work,0.499,9/25/2015 13:39:10,,796448818,9/29/2015 02:34:38,,,,,,,ugh work,absolutely no sense,planning on leaving,a little cutie
802937094,false,finalized,8,10/8/2015 13:29:20,,,recover,0.4906,hate public transport,1.0,9/25/2015 13:39:10,,796448819,9/29/2015 02:34:38,,,,,,,long journey,restrooms,recover,hate public transport
802937095,false,finalized,8,10/8/2015 00:11:13,,,cheap and good,1.0,urgent care,0.8728,9/25/2015 13:39:10,,796448820,9/29/2015 02:34:38,,,,,,,teasing,urgent care,cheap and good,squeaky
802937096,false,finalized,8,10/7/2015 05:59:38,,,ahead,0.7504,grim,1.0,9/25/2015 13:39:10,,796448821,9/29/2015 02:34:38,,,,,,,ahead,game console,grim,spot
802937097,false,finalized,8,10/7/2015 20:11:03,,,christmas,1.0,hard,0.5021,9/25/2015 13:39:10,,796448822,9/29/2015 02:34:38,,,,,,,hard,break,christmas,latest shoot
802937098,false,finalized,8,10/7/2015 22:29:59,,,blessed you exist,1.0,super pissed,0.8846,9/25/2015 13:39:10,,796448823,9/29/2015 02:34:38,,,,,,,hope i'm wrong,blessed you exist,super pissed,fudge
